FID	UMAP1	UMAP2
Gambia_Mandinka:204224_E12_TDT5141959	-7.211548164	-1.667624746
Gambia_Mandinka:204224_F09_TDT5141424	-9.069638467	-1.535873241
Gambia_Mandinka:204224_F10_TDT5141455	0.032996729	-0.643989098
Gambia_Mandinka:204224_F12_TDT5141970	-6.976439194	-0.331863262
Gambia_Mandinka:204224_G09_TDT5141431	-10.34037915	-1.976467911
Gambia_Mandinka:204224_G10_TDT5141456	-3.701033105	-1.398745279
Gambia_Mandinka:204224_H09_TDT5141432	-2.833664685	0.916610467
Gambia_Mandinka:204224_H10_TDT5141457	-3.541642864	-2.912951391
SierraLeone_MSL:HG03052	-6.862512997	-9.787470033
SierraLeone_MSL:HG03054	-7.724900148	-11.02425978
SierraLeone_MSL:HG03055	-7.561202978	-10.69658468
SierraLeone_MSL:HG03057	-9.112641622	-10.18545862
SierraLeone_MSL:HG03058	-6.979789804	-9.373006098
SierraLeone_MSL:HG03060	-6.660420095	-9.524364409
SierraLeone_MSL:HG03061	-6.75729789	-9.231729923
SierraLeone_MSL:HG03063	-7.076086549	-10.34467325
SierraLeone_MSL:HG03064	-9.197141146	-9.365097746
SierraLeone_MSL:HG03066	-7.354839939	-9.836409813
SierraLeone_MSL:HG03069	-7.757647353	-8.999673608
SierraLeone_MSL:HG03072	-6.747375866	-9.685223489
SierraLeone_MSL:HG03073	-8.833377343	-11.38815935
SierraLeone_MSL:HG03074	-7.622870214	-11.07264053
SierraLeone_MSL:HG03077	-6.8768926	-8.786791036
SierraLeone_MSL:HG03078	-8.515171161	-10.43684184
SierraLeone_MSL:HG03079	-7.708225357	-10.74280714
SierraLeone_MSL:HG03081	-8.278012322	-10.1475133
SierraLeone_MSL:HG03082	-7.455242885	-8.719959949
SierraLeone_MSL:HG03084	-7.521351258	-9.07255652
SierraLeone_MSL:HG03085	-8.586264581	-9.618737477
SierraLeone_MSL:HG03086	-8.008584984	-10.12781247
SierraLeone_MSL:HG03088	-6.636519573	-8.12433405
SierraLeone_MSL:HG03091	-7.147060894	-10.85434494
SierraLeone_MSL:HG03095	-8.593027184	-9.205241476
SierraLeone_MSL:HG03096	-6.704117098	-9.115570425
SierraLeone_MSL:HG03097	-8.310765059	-12.15029611
SierraLeone_MSL:HG03209	-8.951392143	-9.569390213
SierraLeone_MSL:HG03212	-6.695278787	-9.272548895
SierraLeone_MSL:HG03224	-8.224545609	-10.87626773
SierraLeone_MSL:HG03225	-8.347942475	-9.913516209
SierraLeone_MSL:HG03376	-6.539565581	-9.183948569
SierraLeone_MSL:HG03378	-7.95893091	-11.32836287
SierraLeone_MSL:HG03380	-8.122616125	-10.71009606
SierraLeone_MSL:HG03382	-7.635836045	-11.43959426
SierraLeone_MSL:HG03385	-6.790520346	-11.00389297
SierraLeone_MSL:HG03388	-8.405165999	-10.77116228
SierraLeone_MSL:HG03391	-7.688587138	-11.53508921
SierraLeone_MSL:HG03394	-8.947610864	-9.606528383
SierraLeone_MSL:HG03397	-6.733180106	-9.140244244
SierraLeone_MSL:HG03401	-7.174645222	-9.592835451
SierraLeone_MSL:HG03410	-9.04519589	-10.5219365
SierraLeone_MSL:HG03419	-8.554933835	-9.516870059
SierraLeone_MSL:HG03428	-8.258918793	-10.67839391
SierraLeone_MSL:HG03432	-7.435513875	-8.604105282
SierraLeone_MSL:HG03433	-7.222535561	-10.18124291
SierraLeone_MSL:HG03436	-7.279896655	-8.714767735
SierraLeone_MSL:HG03437	-6.820518938	-8.660343948
SierraLeone_MSL:HG03439	-8.709329644	-11.3093075
SierraLeone_MSL:HG03442	-6.907746973	-9.7516874
SierraLeone_MSL:HG03445	-6.297331089	-9.29571787
SierraLeone_MSL:HG03446	-7.545362847	-11.1617318
SierraLeone_MSL:HG03449	-7.980563477	-11.72658442
SierraLeone_MSL:HG03451	-7.960247583	-9.411855275
SierraLeone_MSL:HG03452	-7.664007065	-9.867204711
SierraLeone_MSL:HG03455	-7.897317951	-11.93705783
SierraLeone_MSL:HG03457	-8.696572352	-9.930131849
SierraLeone_MSL:HG03458	-9.155439316	-10.92424753
SierraLeone_MSL:HG03460	-8.216069765	-9.929921521
SierraLeone_MSL:HG03461	-8.313582076	-9.577266506
SierraLeone_MSL:HG03464	-8.508676167	-11.89139391
SierraLeone_MSL:HG03469	-8.400120559	-11.66151218
SierraLeone_MSL:HG03470	-7.379732888	-10.10949914
SierraLeone_MSL:HG03472	-7.229628949	-8.59279919
SierraLeone_MSL:HG03473	-8.700652548	-9.673034531
SierraLeone_MSL:HG03476	-6.939331835	-10.69782424
SierraLeone_MSL:HG03478	-8.37532842	-12.31312687
SierraLeone_MSL:HG03479	-8.987171025	-9.483565004
SierraLeone_MSL:HG03484	-8.616532337	-12.01575951
SierraLeone_MSL:HG03485	-8.57018649	-9.272011869
SierraLeone_MSL:HG03547	-8.837560037	-11.02235336
SierraLeone_MSL:HG03548	-8.481089991	-11.47650095
SierraLeone_MSL:HG03556	-8.81923988	-9.921624272
SierraLeone_MSL:HG03557	-8.51317749	-10.95249415
SierraLeone_MSL:HG03558	-8.141626405	-9.490096332
SierraLeone_MSL:HG03559	-7.590819942	-11.1827756
SierraLeone_MSL:HG03563	-7.326397194	-9.974463724
SierraLeone_MSL:HG03565	-8.020892137	-9.923502078
SierraLeone_MSL:HG03567	-7.427211518	-8.879362392
SierraLeone_MSL:HG03571	-7.584906688	-10.78184234
SierraLeone_MSL:HG03572	-8.131759342	-10.05017373
SierraLeone_MSL:HG03575	-6.963186877	-10.58847305
SierraLeone_MSL:HG03577	-6.91812783	-9.491853016
SierraLeone_MSL:HG03578	-8.618130848	-10.94205695
SierraLeone_MSL:HG03583	-8.714668183	-11.43429344
Mali_Bwa:MA_064	-1.440642407	-4.725062932
Mali_Bwa:MA_075	-1.13907523	-3.789903878
Mali_Bwa:MA_096	-1.274552921	-4.684578772
Mali_Bwa:MA_117	-0.761612594	-3.710294985
Mali_Bwa:MA_127	-1.042648069	-4.120281361
Mali_Bwa:MA_128	-0.877526586	-3.901116576
Mali_Bwa:MA_140	-0.742115791	-3.588211851
Mali_Bwa:MA_179	-0.01976249	-3.525935055
Mali_Bwa:MA_241	-1.483700911	-4.274008427
Mali_Bwa:MA_248	-1.179312135	-4.276223042
Mali_Bwa:MA_252	-1.14048176	-3.879406975
Mali_Bwa:MA_254	-0.632206919	-3.784785937
Mali_Bwa:MA_278	-0.3716789	-3.452010556
Mali_Bwa:MA_289	-1.099102952	-4.228293433
Mali_Bwa:MA_428	-0.104198463	-3.674497458
BurkinaFaso_Gurmantche:Gur7	0.494623207	-5.480001543
BurkinaFaso_Gurmantche:Gur10	1.606794609	-4.777982436
BurkinaFaso_Gurmantche:Gur11	1.613560514	-5.919121237
BurkinaFaso_Gurmantche:Gur13	1.163085903	-5.22939096
BurkinaFaso_Gurmantche:Gur19	1.005664749	-4.886009862
BurkinaFaso_Gurmantche:Gur23	0.462303111	-5.049380265
BurkinaFaso_Gurmantche:Gur24	0.84597026	-4.707845673
BurkinaFaso_Gurmantche:Gur25	1.607668312	-4.006093349
BurkinaFaso_Gurmantche:Gur26	1.744393766	-4.421513172
BurkinaFaso_Gurmantche:Gur28	2.315114062	-5.498886123
BurkinaFaso_Gurmantche:Gur29	0.943904898	-5.116295938
BurkinaFaso_Gurmantche:Gur30	1.980634694	-5.887812439
BurkinaFaso_Gurmantche:Gur31	-0.420217788	-5.095022215
BurkinaFaso_Gurmantche:Gur35	0.67498188	-5.559466117
BurkinaFaso_Gurmantche:Gur37	1.610753681	-5.140255278
BurkinaFaso_Gurunsi:Grs38	0.215700726	-3.780518318
BurkinaFaso_Gurunsi:Grs39	0.506909651	-4.112786201
BurkinaFaso_Gurunsi:Grs40	-0.24339488	-4.94998741
BurkinaFaso_Gurunsi:Grs41	0.531433774	-4.485697056
BurkinaFaso_Gurunsi:Grs42	0.241890091	-4.308267076
BurkinaFaso_Gurunsi:Grs43	-0.761538331	-4.645889417
BurkinaFaso_Gurunsi:Grs44	-0.857977953	-4.750513719
BurkinaFaso_Gurunsi:Grs45	1.417784078	-4.585451685
BurkinaFaso_Gurunsi:Grs46	0.594361778	-3.998102732
BurkinaFaso_Gurunsi:Grs54	-0.200016452	-4.99828112
BurkinaFaso_Gurunsi:Grs61	0.843256636	-4.150378916
BurkinaFaso_Gurunsi:Grs62	-0.157922735	-4.75858256
BurkinaFaso_Gurunsi:Grs63	0.980289189	-4.386491779
BurkinaFaso_Gurunsi:Grs64	-0.779110068	-5.10888243
BurkinaFaso_Gurunsi:Grs67	1.18264959	-4.344745777
BurkinaFaso_Gurunsi:Grs68	-0.521351652	-4.023539406
BurkinaFaso_Mossi:Mos73	0.727366875	-5.002156473
BurkinaFaso_Mossi:Mos75	-0.682999315	-4.911720452
BurkinaFaso_Mossi:Mos76	0.82850195	-5.668848193
BurkinaFaso_Mossi:Mos77	-0.294305098	-5.274963272
BurkinaFaso_Mossi:Mos78	1.590746634	-4.234064845
BurkinaFaso_Mossi:Mos79	1.959393097	-4.159549126
BurkinaFaso_Mossi:Mos81	1.197922814	-4.608770623
BurkinaFaso_Mossi:Mos83	-0.827874097	-4.284326617
BurkinaFaso_Mossi:Mos91	0.379640422	-4.082431228
BurkinaFaso_Mossi:Mos92	0.670281763	-4.469332038
BurkinaFaso_Mossi:Mos98	0.040351034	-4.005792585
BurkinaFaso_Mossi:Mos100	1.101811279	-5.034579179
BurkinaFaso_Mossi:Mos101	0.099076554	-4.306197972
BurkinaFaso_Mossi:Mos102	0.689640859	-4.93945574
BurkinaFaso_Mossi:Mos103	-0.460988124	-4.714690184
BurkinaFaso_Mossi:Mos104	-1.160520993	-4.561014772
BurkinaFaso_Mossi:Mos105	0.976832144	-4.862079029
IvoryCoast_Ahizi:AH_317	-0.084203687	-3.973331924
IvoryCoast_Ahizi:AH_323	-6.76720643	-13.32734372
IvoryCoast_Ahizi:AH_335	-6.206028339	-13.24202865
IvoryCoast_Ahizi:AH_345	-6.079477466	-12.99073556
IvoryCoast_Ahizi:AH_350	-5.440690383	-12.22724586
IvoryCoast_Ahizi:AH_363	-5.941389107	-12.62385076
IvoryCoast_Ahizi:AH_379	-4.946275138	-11.89716254
IvoryCoast_Ahizi:AH_397	-5.336492676	-11.77106365
IvoryCoast_Ahizi:AH_423	-6.189644492	-13.11501147
IvoryCoast_Ahizi:AH_425	-4.976228156	-11.38024234
IvoryCoast_Ahizi:AH_442	-6.616203707	-13.30814812
IvoryCoast_Ahizi:AH_445	-4.619685943	-11.53171278
IvoryCoast_Ahizi:AH_451	-6.249134829	-13.45575459
IvoryCoast_Ahizi:AH_499	-5.256845101	-11.50198502
IvoryCoast_Ahizi:AH_506	-6.239737294	-12.56993943
IvoryCoast_Ahizi:AH_510	-4.940269868	-11.98981432
IvoryCoast_Ahizi:AH_511	-6.598111129	-13.03726276
IvoryCoast_Ahizi:AH_519	-6.73772714	-13.23953676
IvoryCoast_Yacouba:YA_012	-5.802561621	-12.00852651
IvoryCoast_Yacouba:YA_013	-6.450704966	-12.64375562
IvoryCoast_Yacouba:YA_016	-5.470605816	-11.90964167
IvoryCoast_Yacouba:YA_018	-5.857766721	-11.93511205
IvoryCoast_Yacouba:YA_019	-6.741737753	-12.88515339
IvoryCoast_Yacouba:YA_020	-6.556840786	-11.48660955
IvoryCoast_Yacouba:YA_024	-6.250531991	-11.64968344
IvoryCoast_Yacouba:YA_026	-5.134914446	-11.4996572
IvoryCoast_Yacouba:YA_035	-6.146440263	-12.81676523
IvoryCoast_Yacouba:YA_038	-4.98779187	-11.81219097
IvoryCoast_Yacouba:YA_039	-6.377276111	-12.01086423
IvoryCoast_Yacouba:YA_042	-5.844054189	-11.33827339
IvoryCoast_Yacouba:YA_939	-6.473299242	-12.57896837
IvoryCoast_Yacouba:YA_968	-6.23146046	-11.82388316
IvoryCoast_Yacouba:YA_970	-6.623926343	-11.29032673
IvoryCoast_Yacouba:YA_976	-6.908290888	-12.25826513
Ghana_GaAdangbe:202733_A04_APP5201039	-2.446887591	-7.678338818
Ghana_GaAdangbe:202733_A05_APP5201049	-0.631733539	-7.778454565
Ghana_GaAdangbe:202733_A06_APP5201057	-3.122513916	-7.509579004
Ghana_GaAdangbe:202733_A07_APP5201065	-0.301680167	-7.256524182
Ghana_GaAdangbe:202733_B05_APP5201050	-1.907888832	-8.193571346
Ghana_GaAdangbe:202733_B06_APP5201058	-1.505932172	-7.242613183
Ghana_GaAdangbe:202733_B07_APP5201066	-1.857987419	-7.20980525
Ghana_GaAdangbe:202733_C04_APP5201042	-0.647826044	-6.841073142
Ghana_GaAdangbe:202733_C05_APP5201051	-1.117739484	-8.760901723
Ghana_GaAdangbe:202733_C06_APP5201059	-2.832420214	-8.994973986
Ghana_GaAdangbe:202733_C08_APP5201075	0.943968953	-6.639447222
Ghana_GaAdangbe:202733_D04_APP5201043	-3.731089394	-9.034486677
Ghana_GaAdangbe:202733_D05_APP5201052	-2.346511006	-7.321505662
Ghana_GaAdangbe:202733_D06_APP5201060	-3.40789356	-9.122173666
Ghana_GaAdangbe:202733_D07_APP5201068	-1.615455697	-6.893645722
Ghana_GaAdangbe:202733_E04_APP5201044	-0.80088472	-8.505345712
Ghana_GaAdangbe:202733_E07_APP5201069	-1.591408788	-6.761084565
Ghana_GaAdangbe:202733_F04_APP5201045	-2.870845367	-7.529162135
Ghana_GaAdangbe:202733_F05_APP5201054	-1.040728617	-8.60376769
Ghana_GaAdangbe:202733_F06_APP5201062	0.64819722	-7.674349242
Ghana_GaAdangbe:202733_F07_APP5201070	-1.168869823	-8.01327933
Ghana_GaAdangbe:202733_G04_APP5201046	-2.854699982	-8.011693016
Ghana_GaAdangbe:202733_G05_APP5201055	-3.168594253	-7.282564887
Ghana_GaAdangbe:202733_G06_APP5201063	0.423518297	-7.204678396
Ghana_GaAdangbe:202733_G07_APP5201071	-0.614156814	-8.485441158
Ghana_GaAdangbe:202733_H04_APP5201048	-3.083729959	-8.149352398
Ghana_GaAdangbe:202733_H05_APP5201056	-3.75929988	-8.985064887
Ghana_GaAdangbe:202733_H06_APP5201064	-0.108171343	-6.980854526
Ghana_GaAdangbe:202733_H07_APP5201072	-2.27942886	-6.733604096
Ghana_GaAdangbe:209903_A05_APP5201147	0.176844641	-6.684166675
Ghana_GaAdangbe:209903_A06_APP5201156	2.789031615	-7.446902922
Ghana_GaAdangbe:209903_A08_APP5201173	-3.360930745	-8.429438698
Ghana_GaAdangbe:209903_A09_APP5201181	2.266908015	-7.66196057
Ghana_GaAdangbe:209903_A10_APP5201190	-3.591510638	-8.209433012
Ghana_GaAdangbe:209903_A11_APP5201198	-2.824871358	-6.883067302
Ghana_GaAdangbe:209903_A12_APP5201207	-2.876501559	-7.320915769
Ghana_GaAdangbe:209903_B05_APP5201148	-2.839937895	-7.590426298
Ghana_GaAdangbe:209903_B09_APP5201182	-3.850019777	-8.837789207
Ghana_GaAdangbe:209903_B10_APP5201191	-0.124822587	-7.87499416
Ghana_GaAdangbe:209903_B11_APP5201199	-1.752086076	-7.629108096
Ghana_GaAdangbe:209903_B12_APP5201208	-1.504162167	-7.735979646
Ghana_GaAdangbe:209903_C05_APP5201149	-2.479541262	-7.42951516
Ghana_GaAdangbe:209903_C08_APP5201175	-2.334886269	-8.637807794
Ghana_GaAdangbe:209903_C09_APP5201183	-0.863208968	-6.707821254
Ghana_GaAdangbe:209903_C10_APP5201192	-3.70694219	-8.389318546
Ghana_GaAdangbe:209903_C11_APP5201200	-3.05745344	-7.714223931
Ghana_GaAdangbe:209903_C12_APP5201209	-0.891843322	-8.357534041
Ghana_GaAdangbe:209903_D04_APP5201142	1.179020757	-4.877214346
Ghana_GaAdangbe:209903_D05_APP5201150	-2.023956769	-6.92674267
Ghana_GaAdangbe:209903_D08_APP5201176	-2.101500293	-8.770892438
Ghana_GaAdangbe:209903_D09_APP5201185	-2.341365993	-8.112392487
Ghana_GaAdangbe:209903_D10_APP5201193	-3.384977828	-7.682806043
Ghana_GaAdangbe:209903_D11_APP5201201	0.439830787	-8.085741161
Ghana_GaAdangbe:209903_D12_APP5201214	-2.373808789	-6.906307829
Ghana_GaAdangbe:209903_E04_APP5201143	0.337993247	-8.009505861
Ghana_GaAdangbe:209903_E05_APP5201152	-1.356236897	-7.052724526
Ghana_GaAdangbe:209903_E07_APP5201168	-2.645955151	-7.008035791
Ghana_GaAdangbe:209903_E08_APP5201177	-1.443741025	-8.320608382
Ghana_GaAdangbe:209903_E09_APP5201186	-0.688777197	-8.530325555
Ghana_GaAdangbe:209903_E11_APP5201202	-1.548675049	-7.399787112
Ghana_GaAdangbe:209903_E12_APP5201215	-3.377521192	-7.496626082
Ghana_GaAdangbe:209903_F04_APP5201144	-1.241929025	-8.650203022
Ghana_GaAdangbe:209903_F05_APP5201153	-3.476909589	-7.26035202
Ghana_GaAdangbe:209903_F07_APP5201169	-3.499119022	-9.046910113
Ghana_GaAdangbe:209903_F09_APP5201187	-2.58703472	-8.808516548
Ghana_GaAdangbe:209903_F10_APP5201195	-2.949110022	-7.793433776
Ghana_GaAdangbe:209903_F11_APP5201203	-3.541345494	-7.84109624
Ghana_GaAdangbe:209903_F12_APP5201218	-1.153826531	-7.898230792
Ghana_GaAdangbe:209903_G04_APP5201145	0.370579041	-7.531912641
Ghana_GaAdangbe:209903_G05_APP5201154	-0.243217146	-6.514494586
Ghana_GaAdangbe:209903_G07_APP5201170	-3.120324409	-7.385472879
Ghana_GaAdangbe:209903_G08_APP5201179	0.512447728	-5.438566666
Ghana_GaAdangbe:209903_G09_APP5201188	-3.961915286	-8.514756131
Ghana_GaAdangbe:209903_G10_APP5201196	-2.559821495	-8.058852832
Ghana_GaAdangbe:209903_G11_APP5201204	-0.466929136	-7.784177678
Ghana_GaAdangbe:209903_G12_APP5201219	-3.044839897	-8.990298109
Ghana_GaAdangbe:209903_H04_APP5201146	-0.874347904	-8.679609619
Ghana_GaAdangbe:209903_H05_APP5201155	2.406485278	-7.472755356
Ghana_GaAdangbe:209903_H07_APP5201172	-0.4408956	-8.300871103
Ghana_GaAdangbe:209903_H08_APP5201180	-3.704732557	-7.348287168
Ghana_GaAdangbe:209903_H09_APP5201189	-3.166429822	-8.812275677
Ghana_GaAdangbe:209903_H10_APP5201197	-0.303857815	-7.001930649
Ghana_GaAdangbe:209903_H11_APP5201205	-2.188572358	-6.907946019
Ghana_GaAdangbe:209903_H12_APP5201220	-3.091618106	-8.279008701
Ghana_GaAdangbe:209913_A01_APP5201221	-2.273238363	-7.790862113
Ghana_GaAdangbe:209913_B01_APP5201222	-1.553452109	-8.033281277
Ghana_GaAdangbe:209913_C01_APP5201223	-3.489405511	-8.734264818
Ghana_GaAdangbe:209913_D01_APP5201224	-1.942987707	-7.77657366
Ghana_GaAdangbe:209913_E01_APP5201225	-2.290252214	-8.685656325
Ghana_GaAdangbe:227408_A01_APP5294437	-2.152585541	-8.215002988
Ghana_GaAdangbe:227408_A02_APP5201041	-1.840713166	-7.68981528
Ghana_GaAdangbe:227408_B01_APP5294438	-1.252593555	-7.622756569
Ghana_GaAdangbe:227408_B02_APP5201047	-2.666319833	-6.898667714
Ghana_GaAdangbe:227408_C01_APP5294439	-2.854145722	-9.097483836
Ghana_GaAdangbe:227408_C02_APP5201171	-0.576325514	-8.432649124
Ghana_GaAdangbe:227408_D01_APP5294440	-1.274952717	-8.194551903
Ghana_GaAdangbe:227408_E01_APP5294446	-0.857418438	-7.114897096
Ghana_GaAdangbe:227408_F01_APP5294447	-2.620912937	-7.083070826
Ghana_GaAdangbe:227408_G01_APP5294453	-2.762871841	-6.690814686
Ghana_GaAdangbe:227408_H01_APP5294454	-1.228010229	-7.237689896
Benin_Bariba:PK_002	3.212929779	-6.379959688
Benin_Bariba:PK_003	2.530258387	-5.433087235
Benin_Bariba:PK_005	4.280449833	-7.271590178
Benin_Bariba:PK_007	2.030819484	-5.998224594
Benin_Bariba:PK_011	2.47579222	-6.250002431
Benin_Bariba:PK_012	1.56058187	-6.092320847
Benin_Bariba:PK_014	3.155587944	-5.559965242
Benin_Bariba:PK_017	2.175591622	-6.526186476
Benin_Bariba:PK_022	2.490360592	-5.413794596
Benin_Bariba:PK_026	2.927941431	-6.499599555
Benin_Bariba:PK_029	1.92551731	-4.769220486
Benin_Bariba:PK_037	2.538739445	-5.580596086
Benin_Bariba:PK_039	2.767550537	-5.569062577
Benin_Bariba:PK_040	2.367167182	-5.617738662
Benin_Bariba:PK_041	2.934900129	-6.526826931
Benin_Bariba:PK_052	3.298677132	-7.092316607
Benin_Bariba:PK_060	3.522500812	-5.929833587
Benin_Bariba:PK_066	2.382670964	-5.78623558
Benin_Bariba:PK_067	4.437464626	-6.179411347
Benin_Bariba:PK_071	3.376348979	-5.913897083
Benin_Bariba:PK_072	2.970691868	-5.785570079
Benin_Bariba:PK_084	3.151956004	-7.642594578
Benin_Bariba:PK_088	2.817935732	-5.900801791
Benin_Bariba:PK_089	2.574260626	-6.054650859
Benin_Fon:BE_113	1.952214053	-7.187104836
Benin_Fon:BE_123	3.011209792	-6.55767395
Benin_Fon:BE_124	3.479195271	-7.245297472
Benin_Fon:BE_130	3.780980761	-7.806618025
Benin_Fon:BE_132	3.922818063	-7.754556996
Benin_Fon:BE_136	2.349775883	-7.324645108
Benin_Fon:BE_145	0.434566611	-7.009030737
Benin_Fon:BE_220	2.10333344	-7.209045035
Benin_Fon:BE_222	2.616147451	-6.921841707
Benin_Fon:BE_232	0.68907728	-6.798989385
Benin_Fon:BE_238	3.900235958	-7.832403372
Benin_Fon:BE_240	5.784857943	-6.583473696
Benin_Fon:BE_315	2.830607651	-6.065671712
Benin_Fon:BE_318	1.928686276	-7.42965521
Benin_Fon:BE_328	3.542415517	-7.527949989
Benin_Fon:BE_333	3.208445114	-7.230134377
Benin_Fon:BE_337	3.422072753	-7.605436933
Benin_Fon:BE_352	3.293942838	-7.540420028
Benin_Fon:BE_355	3.776721832	-7.866805669
Benin_Yoruba:KT_004	3.0520191	-7.331693147
Benin_Yoruba:KT_009	5.194761002	-7.081313133
Benin_Yoruba:KT_010	4.810825415	-6.508860664
Benin_Yoruba:KT_012	6.223316331	-6.849864403
Benin_Yoruba:KT_015	3.953246298	-7.211900328
Benin_Yoruba:KT_022	3.8727936	-7.336990764
Benin_Yoruba:KT_026	3.410135372	-6.967674498
Benin_Yoruba:KT_032	3.68990626	-6.577804408
Benin_Yoruba:KT_033	4.556127513	-7.546402811
Benin_Yoruba:KT_036	4.725807276	-6.849291344
Benin_Yoruba:KT_041	4.517462371	-7.054373789
Benin_Yoruba:KT_048	6.879697543	-6.369678342
Benin_Yoruba:KT_049	4.209626956	-7.212187496
Benin_Yoruba:KT_056	4.653560121	-6.559952894
Benin_Yoruba:KT_057	5.912644405	-7.381753155
Benin_Yoruba:KT_058	5.13034915	-7.590006128
Benin_Yoruba:KT_060	4.716354885	-6.948936665
Benin_Yoruba:KT_073	4.317610372	-6.590444803
Benin_Yoruba:KT_076	4.548428521	-7.385039859
Benin_Yoruba:KT_084	5.756841432	-6.487004971
Benin_Yoruba:KT_085	3.678953137	-7.546554396
Benin_Yoruba:KT_094	4.153165858	-7.038725025
Benin_Yoruba:KT_097	4.261813957	-6.275499659
Benin_Yoruba:KT_100	5.557015845	-6.388783963
Nigeria_YRI:NA18486	6.48554072	-7.84755308
Nigeria_YRI:NA18488	7.683441387	-8.637641583
Nigeria_YRI:NA18489	5.930918123	-7.079963216
Nigeria_YRI:NA18498	9.184762828	-8.975010719
Nigeria_YRI:NA18499	7.331222979	-6.621901686
Nigeria_YRI:NA18501	6.57961272	-8.38611193
Nigeria_YRI:NA18502	8.548903376	-8.871776553
Nigeria_YRI:NA18504	10.70360876	-9.309624382
Nigeria_YRI:NA18505	9.183630636	-8.991528999
Nigeria_YRI:NA18507	6.418978226	-7.138613824
Nigeria_YRI:NA18508	6.211629506	-7.371192476
Nigeria_YRI:NA18510	4.297774229	-6.380900217
Nigeria_YRI:NA18511	6.577031817	-6.965323483
Nigeria_YRI:NA18516	7.81862313	-7.441388197
Nigeria_YRI:NA18517	6.996936357	-7.624776058
Nigeria_YRI:NA18519	7.529385322	-8.187961125
Nigeria_YRI:NA18520	7.14616011	-8.918041496
Nigeria_YRI:NA18522	6.175170184	-8.362965138
Nigeria_YRI:NA18523	5.402958734	-7.870825271
Nigeria_YRI:NA18853	6.966557726	-7.94072314
Nigeria_YRI:NA18856	6.920291419	-7.433481991
Nigeria_YRI:NA18858	7.921733199	-7.241896275
Nigeria_YRI:NA18861	7.005283799	-8.860444903
Nigeria_YRI:NA18864	8.305856053	-7.207881087
Nigeria_YRI:NA18865	4.504058202	-7.458541103
Nigeria_YRI:NA18867	6.502104974	-7.640162158
Nigeria_YRI:NA18868	5.735415445	-6.612567886
Nigeria_YRI:NA18870	14.51742394	-10.55159707
Nigeria_YRI:NA18871	8.481546429	-7.668689353
Nigeria_YRI:NA18873	6.434373538	-7.994312609
Nigeria_YRI:NA18874	6.262800278	-7.228930225
Nigeria_YRI:NA18876	7.2092508	-8.902931085
Nigeria_YRI:NA18877	6.252480507	-6.313895284
Nigeria_YRI:NA18878	5.395135853	-6.333759443
Nigeria_YRI:NA18879	6.316563889	-6.390594853
Nigeria_YRI:NA18881	6.299830761	-8.71396177
Nigeria_YRI:NA18907	8.021516425	-8.09038851
Nigeria_YRI:NA18908	6.442972879	-8.463656391
Nigeria_YRI:NA18909	8.74715655	-8.964012694
Nigeria_YRI:NA18910	7.366251769	-7.215896213
Nigeria_YRI:NA18912	6.171683252	-8.343212835
Nigeria_YRI:NA18915	7.939238236	-7.095077758
Nigeria_YRI:NA18916	5.719836296	-8.289247721
Nigeria_YRI:NA18917	5.120634062	-6.759338777
Nigeria_YRI:NA18923	7.971102715	-8.604490637
Nigeria_YRI:NA18924	7.133936559	-6.766811962
Nigeria_YRI:NA18933	9.099405667	-9.364245672
Nigeria_YRI:NA18934	7.450508191	-8.829985224
Nigeria_YRI:NA19092	6.679045216	-6.214716366
Nigeria_YRI:NA19093	7.477595384	-7.362248872
Nigeria_YRI:NA19095	6.694711807	-7.999370073
Nigeria_YRI:NA19096	7.636277428	-7.583847917
Nigeria_YRI:NA19098	7.028338859	-7.255177729
Nigeria_YRI:NA19099	5.930350834	-6.787557681
Nigeria_YRI:NA19102	6.411324897	-6.566334182
Nigeria_YRI:NA19107	8.35874575	-9.40893861
Nigeria_YRI:NA19108	7.194981734	-6.780858226
Nigeria_YRI:NA19113	8.840421849	-8.605483273
Nigeria_YRI:NA19114	7.073878263	-7.841652544
Nigeria_YRI:NA19116	7.586248423	-9.237634985
Nigeria_YRI:NA19117	6.849806467	-8.577640567
Nigeria_YRI:NA19118	6.930753179	-8.561661375
Nigeria_YRI:NA19119	9.431586096	-8.203009573
Nigeria_YRI:NA19121	5.916570245	-8.238827492
Nigeria_YRI:NA19129	4.921879146	-6.411519997
Nigeria_YRI:NA19130	7.968705583	-7.723784733
Nigeria_YRI:NA19131	5.850612237	-7.523026244
Nigeria_YRI:NA19137	5.357284302	-7.771840471
Nigeria_YRI:NA19138	6.038635819	-7.615105718
Nigeria_YRI:NA19141	7.326451764	-6.351770456
Nigeria_YRI:NA19143	6.539301048	-7.790329821
Nigeria_YRI:NA19144	6.235531624	-7.288162964
Nigeria_YRI:NA19146	7.576541852	-8.986858274
Nigeria_YRI:NA19147	6.976899361	-8.35178696
Nigeria_YRI:NA19149	7.865326534	-7.150739734
Nigeria_YRI:NA19152	7.98333611	-7.725838168
Nigeria_YRI:NA19153	7.430236278	-6.492540677
Nigeria_YRI:NA19159	6.103827321	-8.960881556
Nigeria_YRI:NA19160	7.755925078	-8.229782803
Nigeria_YRI:NA19171	6.370148423	-8.28038798
Nigeria_YRI:NA19172	8.614223602	-8.3139641
